,coef,imp
cdr3:49G,-0.022360916884554674,2.785292753870215e-06
cdr3:48G,-0.022360916884554674,6.956649257146689e-07
cdr3:46weight,-0.02114754334796966,3.5930352771626015e-05
cdr3:7A,-0.01897946328013498,0.0
cdr3:88F,-0.017628051054683017,1.4183032261745878e-05
cdr3:89hydrophobicity,-0.017613551668823918,2.1234293755288835e-05
cdr3:90hydrophobicity,-0.017523888407911442,2.0354268751778365e-05
cdr3:89F,-0.017423293023196014,0.0
cdr3:91hydrophobicity,-0.01739010506588992,0.0
cdr3:90F,-0.01733938487529208,5.396168744035696e-05
cdr3:88hydrophobicity,-0.01724874743372682,6.993521489444301e-07
cdr3:91F,-0.017211044184859015,4.130099684005302e-06
cdr3:12A,-0.01708255872515257,0.0
cdr3:87aromatic,-0.01694746764213351,0.0
cdr3:87hydrophobicity,-0.016732996800782076,8.613693459811996e-06
cdr3:26S,-0.016505022513516595,0.0
cdr3:12hydrophobicity,-0.016501408381860636,0.0
cdr3:25S,-0.01639040543246784,3.4530485686657677e-06
cdr3:6weight,-0.016122003085051552,4.610971076441576e-06
cdr3:6C,-0.015986844362459663,2.3339822447832147e-07
cdr3:6sulfur,-0.015986844362459663,1.1662905385999491e-06
cdr3:67weight,-0.015574070141798424,5.587941077184454e-06
cdr3:68weight,-0.015453050485229347,3.330949738296744e-05
cdr3:92hydrophobicity,-0.014870268773695095,0.0
cdr3:92F,-0.014699651880296753,0.0
cdr3:72weight,-0.014471838820587756,1.6034119888826893e-05
cdr3:71weight,-0.014458503078272324,1.947241133054222e-05
cdr3:70weight,-0.01361284261865102,0.0
cdr3:69weight,-0.013590217292932399,2.070060192278566e-05
cdr3:21S,-0.012283789339612718,0.0
cdr3:22S,-0.012028330584428244,1.3961888149206206e-06
cdr3:20S,-0.011961662114849203,0.0
cdr3:6hydrophobicity,-0.011764916504656435,2.3357086302454765e-07
ag:55H,-0.011540147957815933,0.0031183415030805158
ag:52H,-0.011540147957815933,0.008020884088761705
ag:54H,-0.011540147957815933,0.0024455052462136868
ag:53H,-0.011540147957815933,0.006119269447545773
ag:51H,-0.011540147957815933,0.003176415417254247
ag:50H,-0.011540147957815933,0.00022651225351896488
ag:44H,-0.011458878691189927,0.001152963367281423
ag:46H,-0.011458878691189927,1.7266538346155568e-05
ag:49H,-0.011458878691189927,0.000650104181439025
ag:47H,-0.011458878691189927,0.002135571238098034
ag:48H,-0.011458878691189927,0.00962248869191611
ag:45H,-0.011458878691189927,0.0006231633716374365
ag:72I,-0.011457088976151957,0.0021584233335666045
ag:77I,-0.011457088976151957,0.00037497925670799454
ag:70I,-0.011457088976151957,0.00011560493384775154
ag:71I,-0.011457088976151957,7.710587898143222e-05
ag:76I,-0.011457088976151957,0.0002412868591368997
ag:74I,-0.011457088976151957,0.001967742999521647
ag:73I,-0.011457088976151957,0.00012694390543543043
ag:75I,-0.011457088976151957,0.005151995775666191
ag:78V,-0.01144357048688269,0.00010174379669409507
ag:79V,-0.01144357048688269,0.0006239818894921207
ag:80V,-0.011440181469164035,4.944436362996153e-05
ag:83V,-0.011440181469164035,0.00046882894839292644
ag:86V,-0.011440181469164035,0.0023991279185770088
ag:82V,-0.011440181469164035,0.002271186512888399
ag:84V,-0.011440181469164035,0.000743737604882893
ag:87V,-0.011440181469164035,0.0009055389859569249
ag:81V,-0.011440181469164035,0.0005625678580069972
ag:85V,-0.011440181469163231,3.4699523863393956e-05
ag:40D,-0.011430161351858169,0.003035466070227776
ag:41D,-0.011430161351858169,9.504776011896037e-05
ag:42D,-0.011430161351858169,0.00032369836654382934
ag:43D,-0.011430161351858169,0.002148271194994481
ag:36D,-0.011423797702323622,0.002335355450252277
ag:34D,-0.011423797702323622,0.0016308676605497558
ag:38D,-0.011423797702323622,0.00018488392852554703
ag:35D,-0.011423797702323622,0.00039299929363282167
ag:33D,-0.011423797702323622,0.004937772687540443
ag:39D,-0.011423797702323622,0.0038131620010633744
ag:37D,-0.011423797702323622,0.0019643782162608887
ag:88V,-0.011423580468818839,0.00022789145250255282
ag:10Y,-0.011400967699591822,0.00381288923625767
ag:8Y,-0.011393892544942243,0.0008989194287594135
ag:4Y,-0.011393892544942243,0.00039600278974586685
ag:5Y,-0.011393892544942243,0.0005636277254193553
ag:1Y,-0.011393892544942243,0.006471049372900184
ag:6Y,-0.011393892544942243,6.277020519457933e-05
ag:9Y,-0.011393892544942243,0.0008212613824885935
ag:0Y,-0.011393892544942243,0.0007076303557355628
ag:7Y,-0.011393892544942243,0.0009796489980850153
ag:2Y,-0.011393892544942243,0.0005746985398458291
ag:3Y,-0.011393892544942243,0.002604429145915931
ag:11V,-0.011277033509171652,0.00011425220252084442
ag:17V,-0.011277033509171652,0.0005395618440726109
ag:13V,-0.011277033509171652,0.002011087336487233
ag:18V,-0.011277033509171652,0.0020791877127221197
ag:12V,-0.011277033509171652,0.00046199219168178843
ag:16V,-0.011277033509171652,0.002982023150828949
ag:15V,-0.011277033509171652,0.000702146276722421
ag:14V,-0.011277033509171652,0.0036082321951404835
ag:19V,-0.011277033509171652,0.00017243932371468194
ag:21V,-0.011231681225421248,2.7833553604350624e-05
ag:20V,-0.011231681225421248,7.108332353034676e-06
ag:10aromatic,-0.011222239527790268,0.00030169257044486517
ag:56L,-0.011175787218345966,0.0002856297439986865
ag:59L,-0.011175787218345966,0.00012698082356903202
ag:58L,-0.011175787218345966,0.0001477664307710834
ag:57L,-0.011175787218345966,0.0001943785621717398
ag:9aromatic,-0.011165284347594897,8.83157490718372e-05
ag:3aromatic,-0.011165284347594897,0.0024354811133948428
ag:6aromatic,-0.011165284347594897,0.0005917091245573651
ag:8aromatic,-0.011165284347594897,8.75579276449378e-05
ag:0aromatic,-0.011165284347594897,0.00010346362727318696
ag:2aromatic,-0.011165284347594897,0.003016340325268355
ag:5aromatic,-0.011165284347594897,0.0
ag:1aromatic,-0.011165284347594897,9.816064083984471e-05
ag:7aromatic,-0.011165284347594897,0.00022995621702128253
ag:4aromatic,-0.011165284347594897,2.9931918917637355e-05
ag:65L,-0.011150076996369414,1.9549731862871625e-05
ag:63L,-0.011150076996369414,0.0019679441829257415
ag:61L,-0.011150076996369414,0.0
ag:60L,-0.011150076996369414,0.000828263804716514
ag:64L,-0.011150076996369414,0.0
ag:62L,-0.011150076996369414,0.00012790059646456322
ag:66L,-0.011150076996369414,6.339971675888156e-05
ag:30L,-0.010750167096822178,1.4022773926267227e-06
ag:32L,-0.010750167096822178,1.4678183653176455e-05
ag:31L,-0.010750167096822178,0.0001547373819438893
ag:27L,-0.01072850239737268,0.00028650832490849365
ag:26L,-0.01072850239737268,0.00017136058298436262
ag:25L,-0.01072850239737268,1.949976586091245e-05
ag:29L,-0.01072850239737268,0.0005341722986684058
ag:28L,-0.01072850239737268,1.4200448556946242e-05
ag:23L,-0.010714508867840802,0.0
ag:22L,-0.010714508867840802,2.3571090622746715e-05
ag:24L,-0.010714508867840802,4.017046857510372e-05
cdr3:45weight,-0.010556443034808537,5.531612374505655e-05
cdr3:74weight,-0.010517382121582233,1.3648070345564206e-05
cdr3:44weight,-0.01048983524411217,1.9184183406628322e-05
ag:88hydrophobicity,-0.010356474305763627,0.0009711041698497863
ag:85hydrophobicity,-0.010325167093792366,0.0012107084910563202
ag:86hydrophobicity,-0.010325167093792366,0.0005806256121473209
ag:80hydrophobicity,-0.010325167093792366,0.00011320419496849948
ag:84hydrophobicity,-0.010325167093792366,0.00031968188333583074
ag:83hydrophobicity,-0.010325167093792366,0.00141668365631831
ag:87hydrophobicity,-0.010325167093792366,0.0006959092182678498
ag:82hydrophobicity,-0.010325167093792366,0.0012146440827699363
ag:81hydrophobicity,-0.010325167093792293,0.0002634502773182653
cdr3:73weight,-0.010278296963356583,1.4363101569420512e-05
cdr3:23S,-0.010174154234658908,0.0
ag:69I,-0.010079291151781751,5.185021443834552e-05
ag:68I,-0.010079291151781751,0.0
ag:67I,-0.010079291151781751,3.2130570738469193e-05
cdr3:24S,-0.009944267497886353,0.0
cdr3:87weight,-0.009752873154365717,0.0
ag:10weight,-0.009746616428678759,0.0022960556088801325
cdr3:79weight,-0.009672514182586151,1.3217905324833776e-05
cdr3:78weight,-0.009635924856610563,4.384405074228905e-06
cdr3:77weight,-0.009587507770239735,0.0001759717390886595
ag:3weight,-0.009353619752221242,1.9185277537857808e-05
ag:0weight,-0.009353619752221242,0.00011151437616358695
ag:7weight,-0.009353619752221242,0.0007211789643154438
ag:6weight,-0.009353619752221242,0.0026509630271502583
ag:8weight,-0.009353619752221242,0.0020477030835063205
ag:2weight,-0.009353619752221242,0.0009170889328261031
ag:5weight,-0.009353619752221242,0.002937237298557796
ag:9weight,-0.009353619752221242,0.0024476450466395685
ag:1weight,-0.009353619752221242,0.0
ag:4weight,-0.009353619752221242,0.0025638296556577626
ag:78hydrophobicity,-0.009336926750515562,0.00025390354132555023
ag:79hydrophobicity,-0.009336926750515562,0.00042181381985686344
cdr3:93F,-0.009180919682693772,0.0
cdr3:76weight,-0.008856439268319473,4.173022451276006e-06
cdr3:75weight,-0.008639284978255746,0.00010081501132281149
cdr3:93hydrophobicity,-0.008562490347461097,0.0
ag:74hydrophobicity,-0.0083783730042024,0.0023560908339662102
ag:73hydrophobicity,-0.0083783730042024,0.0002803011145575108
ag:72hydrophobicity,-0.0083783730042024,0.0016109604793184539
ag:70hydrophobicity,-0.0083783730042024,0.003203167393584178
ag:71hydrophobicity,-0.0083783730042024,0.0004423323246860735
ag:75hydrophobicity,-0.008311981522537447,0.0005481891910568413
ag:76hydrophobicity,-0.008311981522537447,0.003318798339822675
ag:77hydrophobicity,-0.008311981522537447,0.0005482205634982153
cdr3:92aromatic,-0.008306364849739595,0.0
cdr3:88aromatic,-0.00816429039917265,4.6703971611846386e-07
cdr3:89aromatic,-0.007938031388637782,0.0
cdr3:90aromatic,-0.007838278234667788,0.0
cdr3:91aromatic,-0.007828185921891682,0.0
ag:69hydrophobicity,-0.007748765860673475,3.8985599708348565e-06
ag:67hydrophobicity,-0.007748765860673171,1.4962187478613758e-05
ag:68hydrophobicity,-0.007748765860673171,9.788322551610643e-06
cdr3:43weight,-0.007359791510743838,0.0
cdr3:42weight,-0.007153806817952817,5.7783927383398684e-05
cdr3:40weight,-0.006860998728639592,1.4857990055790933e-05
cdr3:8A,-0.006722622628574893,0.0
cdr3:41weight,-0.0066502631843422455,1.3399531885041766e-05
cdr3:49charge,-0.006580511174913205,0.0
cdr3:47charge,-0.006580511174913205,0.0
cdr3:48charge,-0.006580511174913205,0.0
ag:58weight,-0.006530169457360465,1.089122584435533e-05
ag:59weight,-0.006530169457360465,1.2931742937006456e-05
ag:56weight,-0.006530169457360465,8.225603194073067e-05
ag:57weight,-0.006530169457360465,4.5647854749417324e-06
cdr3:11A,-0.006326309744113433,0.0
ag:61weight,-0.00624777398316979,7.58278231669751e-06
ag:60weight,-0.00624777398316979,1.532750010280997e-05
cdr3:10A,-0.006206267848713584,0.0
cdr3:10hydrophobicity,-0.0061024257782047306,1.8242792162280963e-06
cdr3:9A,-0.006092728375461107,0.0
ag:65weight,-0.006034969141098248,0.0
ag:62weight,-0.006034969141098248,1.4012877974823723e-06
ag:64weight,-0.006034969141098248,0.0
ag:63weight,-0.006034969141098248,2.0782884899090007e-05
ag:66weight,-0.006034969141098248,2.335287823200569e-07
ag:89V,-0.0060343198362790874,0.0
cdr3:9hydrophobicity,-0.005998766267887301,0.0
cdr3:11hydrophobicity,-0.0059872513622103865,0.0
ag:38weight,-0.005966879906078289,0.0024885110016583294
ag:39weight,-0.005966879906078289,6.870950421622123e-06
cdr3:80charge,-0.00591112429807681,0.0
ag:36weight,-0.005905396770620732,1.0612291559799732e-05
ag:37weight,-0.005905396770620732,2.8777442381585014e-05
ag:35weight,-0.005905396770620732,2.841981377563588e-05
ag:33weight,-0.005905396770620732,1.7945923950975904e-05
ag:34weight,-0.005905396770620732,4.897226443572948e-05
cdr3:8hydrophobicity,-0.005570111591397675,0.0
cdr3:37charge,-0.005372202340351593,2.3362348523638054e-07
ag:69weight,-0.005178141382329882,0.0
ag:67weight,-0.005178141382329765,9.116641234234865e-06
ag:68weight,-0.005178141382329765,0.0
ag:73weight,-0.004984208267444258,9.31725181813871e-06
ag:74weight,-0.004984208267444258,2.316550811010745e-06
ag:70weight,-0.004984208267444258,0.0
ag:72weight,-0.004984208267444258,0.0
ag:71weight,-0.004984208267444258,7.003029877670582e-07
ag:76weight,-0.004970306349020333,6.993521489444286e-07
ag:75weight,-0.004970306349020333,0.0
ag:77weight,-0.004970306349020333,4.664730980520467e-07
cdr3:36charge,-0.004921704501016238,1.6329303151450491e-06
ag:32hydrophobicity,-0.00488591533855908,7.007805682189574e-07
ag:30hydrophobicity,-0.00488591533855908,0.0
ag:31hydrophobicity,-0.00488591533855908,1.1674417490191323e-06
cdr3:33charge,-0.004849886587852156,0.0
cdr3:34charge,-0.004849886587852156,0.0
cdr3:51charge,-0.0047200978023453815,5.366462708719296e-06
cdr3:52charge,-0.0047200978023453815,0.0
cdr3:50charge,-0.0047200978023453815,0.0
ag:41weight,-0.004679357466112669,4.129465924893679e-05
ag:42weight,-0.004679357466112669,0.0001530998402475775
ag:40weight,-0.004679357466112669,7.05531549755081e-05
ag:43weight,-0.004679357466112669,0.0001614551674711354
ag:21hydrophobicity,-0.004578612413109726,5.89844264980551e-05
ag:20hydrophobicity,-0.004578612413109726,6.667243227632623e-06
cdr3:35charge,-0.004564112803921884,0.0
ag:30weight,-0.004554237282728798,1.6742940625614718e-05
ag:32weight,-0.004554237282728798,4.5784277550067806e-06
ag:31weight,-0.004554237282728798,0.0
ag:51weight,-0.004531161607146048,6.9161794406939935e-06
ag:55weight,-0.004531161607146048,5.459360575184531e-06
ag:50weight,-0.004531161607146048,3.6376961084659406e-05
ag:53weight,-0.004531161607146048,2.0978100592002028e-05
ag:54weight,-0.004531161607146048,0.0
ag:52weight,-0.004531161607146048,1.7257346301986423e-05
cdr3:31charge,-0.004488496763248548,0.0
ag:99V,-0.004455665054982431,0.0
ag:97V,-0.004455665054982431,1.8478296982259927e-06
ag:91V,-0.004455665054982431,0.0
ag:94V,-0.004455665054982431,0.0
ag:98V,-0.004455665054982431,0.0
ag:90V,-0.004455665054982431,0.0
ag:93V,-0.004455665054982431,2.335198580592359e-07
ag:95V,-0.004455665054982431,0.0
ag:96V,-0.004455665054982431,0.0
ag:92V,-0.004455665054982431,0.0
cdr3:32charge,-0.004447290067761699,3.2421102866119e-06
ag:18hydrophobicity,-0.004238635832192348,0.00010993039889397152
ag:14hydrophobicity,-0.004238635832192348,1.2221383533797078e-05
ag:15hydrophobicity,-0.004238635832192348,0.0
ag:17hydrophobicity,-0.004238635832192348,2.0960220706880824e-05
ag:12hydrophobicity,-0.004238635832192348,3.2202729044834346e-06
ag:13hydrophobicity,-0.004238635832192348,4.4986660243881045e-05
ag:16hydrophobicity,-0.004238635832192348,0.0
ag:19hydrophobicity,-0.004238635832192348,4.4659944236077064e-05
ag:45weight,-0.004189013803064112,2.8686852811433006e-05
ag:49weight,-0.004189013803064024,0.00035403906379650145
ag:46weight,-0.004189013803064024,0.0
ag:48weight,-0.004189013803064024,4.986931448289608e-05
ag:44weight,-0.004189013803064024,4.975434898975034e-05
ag:47weight,-0.004189013803064024,2.335342009540619e-07
ag:23weight,-0.004174209097876331,0.0
ag:22weight,-0.004174209097876331,5.3148783602981805e-05
ag:24weight,-0.004174209097876331,0.0
ag:29weight,-0.004120066127750983,0.0001219273457427855
ag:28weight,-0.004120066127750983,0.0
ag:26weight,-0.004120066127750983,0.0
ag:27weight,-0.004120066127750983,4.1680529804795745e-05
ag:25weight,-0.004120066127750725,0.0
ag:23hydrophobicity,-0.004036265850178573,0.0
ag:22hydrophobicity,-0.004036265850178573,6.990283329134329e-07
ag:24hydrophobicity,-0.004036265850178573,3.278541578480411e-05
ag:25hydrophobicity,-0.004027986640451773,0.0
ag:28hydrophobicity,-0.004027986640451583,0.0
ag:26hydrophobicity,-0.004027986640451583,0.0
ag:27hydrophobicity,-0.004027986640451583,0.0
ag:29hydrophobicity,-0.004027986640451583,0.0
ag:11hydrophobicity,-0.003992680712004209,0.00010617000403028005
ag:89hydrophobicity,-0.003973927234173711,1.6310450702969538e-06
cdr3:27weight,-0.0039697086261013086,3.5726331690869733e-05
cdr3:28weight,-0.0038661272835140126,0.00019436205996562023
cdr3:93aromatic,-0.0036801092781276433,0.0
ag:58hydrophobicity,-0.003202409477575236,0.0
ag:57hydrophobicity,-0.003202409477575236,1.918584708716538e-05
ag:56hydrophobicity,-0.003202409477575236,2.335112531679552e-07
ag:59hydrophobicity,-0.003202409477575236,4.6709454133906834e-07
ag:5hydrophobicity,-0.0026759158972235685,2.3360051990110216e-07
ag:9hydrophobicity,-0.0026759158972235685,5.298948868506846e-06
ag:2hydrophobicity,-0.0026759158972235685,5.7973502334310855e-06
ag:8hydrophobicity,-0.0026759158972235685,6.437199700550222e-05
ag:1hydrophobicity,-0.0026759158972235685,0.0
ag:4hydrophobicity,-0.0026759158972235685,2.1009375382396e-06
ag:6hydrophobicity,-0.0026759158972235685,0.0
ag:3hydrophobicity,-0.0026759158972235685,0.0
ag:7hydrophobicity,-0.0026759158972235685,8.815698988416563e-06
ag:0hydrophobicity,-0.0026759158972235685,7.001423027941931e-07
cdr3:27charge,-0.002614306339338312,0.0
cdr3:23hydrophobicity,-0.002573612402599932,0.0
ag:99hydrophobicity,-0.0025360593495750467,0.0
ag:96hydrophobicity,-0.002536059349574993,0.0
ag:98hydrophobicity,-0.002536059349574993,2.335096597391742e-07
ag:93hydrophobicity,-0.002536059349574993,0.0
ag:95hydrophobicity,-0.002536059349574993,0.0
ag:91hydrophobicity,-0.002536059349574993,0.0
ag:92hydrophobicity,-0.002536059349574993,0.0
ag:90hydrophobicity,-0.002536059349574993,0.0
ag:97hydrophobicity,-0.002536059349574993,0.0
ag:94hydrophobicity,-0.002536059349574993,0.0
cdr3:28charge,-0.002493409257215779,0.0
cdr3:83charge,-0.002374364629404274,0.0
cdr3:30charge,-0.002317478867435768,0.0
cdr3:29charge,-0.002317478867435768,0.0
cdr3:5hydrophobicity,-0.0022202074773096906,0.0
cdr3:5sulfur,-0.002220207477309685,0.0
cdr3:5C,-0.002220207477309685,0.0
cdr3:5weight,-0.002220207477309456,0.0
ag:32charge,-0.002084798809177273,0.0
ag:31charge,-0.002084798809177273,0.0
ag:30charge,-0.002084798809177273,0.0
cdr3:82charge,-0.0020710847257904017,2.338559441916621e-07
cdr3:24hydrophobicity,-0.002023539962243968,2.3358999563127332e-07
cdr3:81charge,-0.002017987419358869,0.0
ag:28charge,-0.0017591565428851533,0.0
ag:26charge,-0.0017591565428851533,0.0
ag:25charge,-0.0017591565428851533,0.0
ag:27charge,-0.0017591565428851533,0.0
ag:24charge,-0.0017591565428851533,0.0
ag:22charge,-0.0017591565428851533,0.0
ag:23charge,-0.0017591565428851533,0.0
ag:29charge,-0.0017591565428851533,0.0
cdr3:85charge,-0.0016478009795610068,0.0
ag:1charge,-0.0014251657390803116,0.0
ag:3charge,-0.0014251657390803116,0.0
ag:2charge,-0.0014251657390803116,4.6761884498777524e-07
ag:0charge,-0.0014251657390803116,0.0
ag:4charge,-0.0014251657390803116,0.0
ag:7charge,-0.0014251657390803116,0.0
ag:5charge,-0.0014251657390803116,0.0
ag:6charge,-0.0014251657390803116,7.001188820102088e-07
ag:8charge,-0.0014251657390803116,0.0
ag:9charge,-0.0014251657390803116,9.307942759688039e-07
cdr3:84charge,-0.0013973336830273076,0.0
cdr3:29weight,-0.0013679984221288194,8.369259417023464e-06
cdr3:30weight,-0.0013623563489613797,8.05491364725551e-05
ag:60hydrophobicity,-0.0008927969501528138,0.0002643055920199379
ag:61hydrophobicity,-0.0008927969501528138,2.506432432521382e-05
ag:66hydrophobicity,-0.0008607246054288406,2.503286451291794e-05
ag:62hydrophobicity,-0.0008607246054288406,1.1450832890707894e-05
